plan_type,contract_type,autopay,is_promo_user,add_on_count,tenure_months,monthly_usage_gb,avg_latency_ms,support_tickets_30d,discount_pct,payment_failures_90d,downtime_hours_30d,churned
Standard,Annual,Yes,No,2,37,107.14,206.4,0,16.4,0,0.41,0
Basic,Annual,Yes,No,0,22,148.38,138.5,1,24.9,0,2.17,0
Basic,Monthly,Yes,No,1,29,146.68,136.0,0,25.0,0,6.03,0
Standard,Monthly,No,No,0,26,70.66,100.4,2,25.2,2,1.46,1
Basic,Monthly,Yes,No,0,12,162.4,183.3,3,13.9,0,2.42,1
Pro,Monthly,Yes,No,1,10,110.16,85.6,0,12.1,0,2.0,0
Basic,Monthly,No,No,0,12,126.23,161.6,1,7.9,1,1.47,1
Basic,Annual,No,No,0,47,135.84,98.0,4,14.9,0,1.41,0
Pro,Monthly,No,No,0,16,120.57,141.4,1,9.9,2,1.09,1
Basic,Monthly,Yes,No,2,16,167.6,176.0,0,13.6,0,2.3,0
Basic,Monthly,No,Yes,0,27,98.57,156.4,1,25.5,1,0.86,0
Pro,Monthly,Yes,No,2,3,119.88,158.6,1,2.1,2,0.43,1
Standard,Monthly,Yes,No,0,44,67.71,133.7,0,23.3,1,0.82,1
Basic,Monthly,No,Yes,0,22,157.24,154.3,1,7.3,1,3.25,1
Standard,Monthly,No,No,4,15,59.7,150.9,3,9.5,0,2.04,1
Pro,Monthly,Yes,No,2,29,75.49,98.9,0,3.2,1,3.23,1
Standard,Annual,No,Yes,2,14,56.51,125.3,0,19.3,0,0.44,1
Standard,Annual,Yes,No,1,3,102.48,79.2,0,25.8,0,1.94,0
Standard,Monthly,Yes,No,3,20,52.37,105.1,0,13.8,0,0.87,0
Basic,Monthly,Yes,No,1,12,218.84,158.2,0,14.5,1,1.72,0
Pro,Monthly,Yes,No,1,48,95.11,184.3,0,18.8,0,0.92,0
Standard,Annual,Yes,No,2,31,207.47,189.9,0,20.4,0,1.14,0
Standard,Annual,No,Yes,1,22,172.61,164.4,0,9.4,1,1.45,1
Standard,Monthly,Yes,Yes,0,10,115.97,197.9,0,32.5,0,0.66,1
Basic,Monthly,Yes,No,0,18,114.51,126.5,0,3.9,1,1.29,0
Basic,Monthly,Yes,No,0,13,231.74,117.2,0,12.0,0,1.58,0
Basic,Annual,No,No,1,10,72.8,139.1,0,28.1,0,1.05,1
Pro,Monthly,No,No,0,4,153.62,115.7,1,13.2,1,0.67,1
Standard,Monthly,Yes,No,2,10,84.58,147.5,0,8.8,0,1.02,1
Standard,Annual,Yes,No,1,10,103.44,203.8,1,29.2,0,0.87,1
Pro,Monthly,Yes,No,2,24,157.14,175.4,1,4.9,0,0.3,0
Standard,Annual,Yes,No,2,40,101.86,86.0,2,6.6,0,0.27,0
Standard,Annual,Yes,Yes,2,34,168.23,114.9,2,17.3,0,3.19,0
Basic,Monthly,No,No,1,7,115.57,114.5,0,14.0,0,0.98,0
Standard,Monthly,No,Yes,1,14,84.34,118.3,2,6.1,1,1.8,1
Pro,Monthly,No,Yes,1,25,154.56,163.3,1,17.6,0,0.68,0
Basic,Monthly,Yes,No,0,28,98.0,81.1,1,10.2,2,1.26,0
Standard,Annual,No,No,1,15,171.55,175.4,2,12.5,0,1.44,0
Basic,Annual,No,No,0,10,128.72,89.1,1,8.1,0,0.58,0
Standard,Annual,Yes,Yes,1,22,102.13,158.4,1,29.4,0,2.28,0
Standard,Annual,Yes,No,3,14,117.64,74.6,0,22.3,0,1.07,0
Basic,Monthly,Yes,No,2,10,89.99,185.0,1,23.1,0,0.75,1
Standard,Monthly,Yes,No,0,23,177.02,124.2,1,7.4,0,1.35,0
Pro,Monthly,No,No,3,24,127.78,165.8,1,9.5,1,0.8,0
Standard,Monthly,Yes,Yes,1,23,186.98,95.1,0,27.8,0,3.26,0
Pro,Monthly,Yes,No,0,14,142.62,142.1,1,10.5,1,2.69,1
Basic,Monthly,No,Yes,1,13,130.22,108.8,2,7.0,0,0.28,1
Standard,Monthly,No,No,2,16,150.79,109.7,0,15.8,0,0.75,0
Basic,Monthly,Yes,No,2,4,175.58,153.4,2,30.1,0,1.32,0
Basic,Monthly,Yes,No,1,15,158.13,77.4,1,12.0,0,1.9,0
Standard,Monthly,No,No,0,27,147.34,168.7,0,12.1,0,1.37,1
Pro,Monthly,Yes,No,0,35,6.62,97.7,1,27.5,0,1.3,0
Pro,Annual,No,Yes,0,47,164.09,119.6,3,21.8,0,2.22,0
Standard,Monthly,No,No,1,19,195.75,157.7,1,6.6,0,2.15,0
Standard,Monthly,No,No,1,26,263.19,126.0,0,20.0,0,2.69,0
Basic,Monthly,No,No,0,13,162.34,54.0,0,30.8,0,1.13,0
Basic,Annual,Yes,Yes,3,14,114.89,131.4,0,18.2,0,1.62,0
Standard,Monthly,No,Yes,0,40,151.78,117.7,1,33.6,0,2.25,1
Pro,Monthly,Yes,No,0,9,211.49,92.0,0,19.7,0,1.23,0
Basic,Monthly,Yes,Yes,0,42,169.17,142.3,2,12.1,0,0.57,0
Basic,Monthly,Yes,Yes,0,11,142.34,109.0,1,11.0,0,0.14,0
Pro,Annual,No,No,0,10,158.08,115.1,0,17.5,0,1.96,0
Basic,Monthly,No,No,2,7,128.58,189.5,0,15.1,0,0.22,1
Basic,Annual,Yes,Yes,0,6,59.67,151.0,0,9.3,0,0.63,1
Basic,Annual,Yes,Yes,2,10,102.0,116.7,0,35.3,1,2.09,0
Basic,Monthly,Yes,Yes,0,21,110.36,175.0,2,13.8,0,2.2,1
Basic,Monthly,Yes,No,1,28,234.58,158.8,1,3.5,0,1.03,0
Basic,Monthly,Yes,Yes,0,26,123.28,102.8,0,12.7,0,1.18,0
Pro,Monthly,No,No,0,26,153.56,162.4,1,28.2,0,3.52,0
Basic,Monthly,No,Yes,0,4,105.02,144.5,0,24.0,2,0.71,1
Standard,Monthly,Yes,No,1,27,121.84,133.4,0,20.2,1,2.91,0
Standard,Monthly,Yes,No,0,8,109.48,120.5,1,23.7,0,3.03,1
Basic,Annual,Yes,No,2,13,75.66,105.6,2,15.1,0,1.48,1
Basic,Monthly,Yes,No,3,16,124.0,102.4,0,18.3,0,1.2,0
Standard,Annual,Yes,Yes,1,11,111.36,125.2,2,27.4,0,2.27,0
Basic,Annual,Yes,Yes,3,23,118.94,124.8,0,16.6,0,1.32,0
Basic,Monthly,Yes,No,1,23,84.32,153.3,2,10.1,0,0.77,1
Pro,Monthly,No,No,2,15,106.51,183.9,0,4.5,0,3.39,0
Standard,Monthly,No,No,1,16,126.6,108.7,1,12.0,0,1.21,0
Basic,Annual,Yes,No,2,17,105.84,174.4,0,31.4,0,2.74,0
Basic,Monthly,No,No,1,17,126.79,146.8,3,14.3,0,3.01,1
Standard,Monthly,Yes,Yes,0,5,79.01,79.6,1,6.8,1,0.4,1
Standard,Annual,Yes,No,0,13,90.81,108.1,0,26.1,0,2.23,0
Standard,Monthly,No,Yes,0,26,157.84,194.5,0,35.5,0,1.69,0
Standard,Annual,Yes,No,0,21,35.79,150.6,0,30.3,0,0.55,0
Standard,Annual,No,No,1,6,158.68,126.8,0,11.2,0,0.76,0
Standard,Monthly,Yes,Yes,1,12,175.59,165.3,2,4.1,0,1.31,1
Basic,Monthly,Yes,Yes,0,31,109.88,161.6,1,8.7,1,0.72,1
Pro,Monthly,No,No,1,30,120.89,78.2,0,18.6,0,0.49,0
Standard,Monthly,Yes,Yes,2,15,110.11,95.9,0,8.7,0,1.52,0
Pro,Monthly,Yes,No,1,38,172.21,121.0,0,22.3,0,1.75,0
Basic,Monthly,Yes,No,0,21,90.71,167.5,1,18.7,0,1.96,1
Standard,Monthly,Yes,No,2,27,130.23,173.0,0,8.4,0,0.75,0
Basic,Monthly,Yes,No,0,17,90.15,98.5,2,29.2,0,0.52,0
Basic,Monthly,Yes,Yes,1,7,164.62,154.1,3,6.5,0,0.72,1
Standard,Monthly,Yes,No,3,25,61.26,138.8,0,35.3,0,2.35,0
Standard,Annual,Yes,No,1,18,63.87,121.7,2,2.8,0,2.28,1
Basic,Monthly,Yes,No,2,27,133.49,146.8,1,16.7,0,0.14,0
Pro,Monthly,No,No,2,14,150.59,122.1,0,29.9,0,0.67,0
Standard,Monthly,No,No,0,30,74.35,61.2,1,13.1,1,1.42,0
Standard,Monthly,Yes,No,1,15,211.01,73.2,0,25.9,0,1.82,0
Basic,Annual,Yes,Yes,0,18,154.15,147.3,1,8.7,1,0.5,0
Basic,Annual,No,Yes,1,46,94.43,96.5,0,24.7,0,1.5,0
Standard,Monthly,Yes,No,0,8,184.28,166.7,0,32.1,1,0.45,0
Basic,Annual,Yes,Yes,3,32,72.38,120.0,1,8.3,0,0.63,0
Basic,Annual,Yes,No,2,26,154.14,79.9,0,9.5,0,1.55,0
Standard,Monthly,Yes,No,3,20,179.74,115.3,0,4.6,1,0.43,0
Basic,Annual,Yes,No,2,27,91.09,145.5,0,13.6,0,1.05,0
Standard,Monthly,Yes,No,2,13,136.2,143.8,1,33.1,1,0.86,0
Basic,Monthly,Yes,No,2,49,153.31,122.3,0,19.9,0,1.55,0
Standard,Monthly,No,Yes,0,19,96.35,125.6,0,10.6,0,3.61,1
Pro,Monthly,No,No,2,29,178.87,140.5,2,5.1,0,2.7,0
Basic,Monthly,Yes,No,1,7,172.09,144.0,0,28.1,0,1.28,0
Pro,Monthly,Yes,No,2,17,145.0,127.2,3,35.2,0,0.11,0
Standard,Monthly,Yes,No,1,9,48.99,126.4,1,5.2,0,2.13,1
Standard,Monthly,Yes,Yes,0,24,81.93,150.4,0,5.3,0,0.8,1
Basic,Monthly,Yes,No,2,47,143.05,80.6,1,2.4,0,1.98,0
Basic,Monthly,Yes,No,1,30,143.44,143.6,1,1.5,1,0.93,0
Basic,Monthly,Yes,No,1,21,120.88,113.8,1,30.3,1,0.6,0
Basic,Annual,Yes,No,3,20,99.45,122.0,0,11.9,0,0.64,0
Standard,Annual,Yes,Yes,1,9,95.05,104.8,1,17.2,1,0.53,0
Standard,Monthly,No,No,0,28,107.19,135.4,2,23.6,1,1.82,1
Basic,Monthly,Yes,Yes,0,18,171.29,172.8,0,26.9,1,0.59,0
Standard,Monthly,No,No,3,28,19.09,120.7,0,11.5,0,0.36,1
Basic,Monthly,No,No,2,43,112.66,105.4,1,10.4,0,0.52,0
Pro,Monthly,Yes,Yes,0,26,126.08,154.1,1,21.5,1,0.45,0
Basic,Monthly,Yes,No,1,15,187.21,104.1,0,13.7,1,0.51,0
Basic,Annual,No,No,0,24,73.05,50.9,2,11.8,0,2.27,1
Standard,Annual,No,No,2,13,64.57,161.2,0,15.1,0,1.03,0
Basic,Monthly,Yes,Yes,0,25,138.7,161.4,0,15.2,0,0.47,0
Basic,Monthly,No,No,0,18,49.61,184.0,0,12.0,1,3.22,1
Basic,Monthly,No,No,2,34,146.62,127.2,0,19.7,0,0.89,0
Basic,Monthly,No,Yes,0,9,78.59,84.5,0,12.1,0,0.62,1
Basic,Annual,No,No,0,11,129.84,145.8,1,27.8,0,1.1,0
Basic,Annual,No,No,1,22,125.1,97.2,0,32.6,0,0.85,0
Standard,Monthly,Yes,No,1,6,130.8,206.4,1,16.6,0,2.32,1
Standard,Annual,Yes,Yes,1,16,15.4,158.1,2,17.1,1,0.59,1
Standard,Monthly,Yes,Yes,0,14,137.14,103.2,0,15.2,0,1.7,0
Basic,Monthly,Yes,No,2,17,157.66,128.5,1,14.3,0,1.58,0
Pro,Annual,No,Yes,0,46,101.86,77.1,2,19.8,0,1.48,0
Basic,Monthly,No,No,0,12,152.87,95.7,1,12.2,0,1.26,0
Standard,Monthly,No,No,1,42,121.7,123.0,2,21.4,0,0.8,0
Basic,Annual,No,Yes,1,34,135.27,123.0,0,4.1,1,0.16,0
Pro,Monthly,Yes,Yes,0,38,203.83,143.6,2,16.3,0,0.92,0
Basic,Annual,Yes,No,2,63,85.62,167.2,0,13.8,1,0.88,0
Standard,Monthly,Yes,No,3,12,42.42,94.8,1,16.9,0,1.42,0
Basic,Monthly,Yes,No,2,25,162.16,121.2,1,6.6,0,1.56,0
Standard,Monthly,No,No,1,21,124.72,182.3,2,33.6,0,1.46,0
Standard,Annual,No,No,1,9,194.18,166.1,1,33.0,0,2.8,0
Basic,Annual,No,No,2,24,188.47,102.9,0,33.0,2,1.43,0
Pro,Monthly,Yes,No,0,7,143.6,84.4,0,6.2,0,0.3,0
Basic,Monthly,Yes,No,0,17,174.61,148.5,1,11.5,0,0.22,0
Standard,Monthly,No,No,2,34,8.05,136.5,1,21.2,1,1.21,1
Standard,Monthly,Yes,No,3,11,180.11,96.7,0,19.6,1,0.26,0
Standard,Monthly,No,Yes,1,13,35.24,178.4,0,5.4,0,1.76,1
Basic,Annual,No,No,0,19,56.38,159.6,1,28.2,0,1.9,1
Standard,Monthly,Yes,Yes,0,28,216.48,147.1,1,24.7,0,2.21,0
Standard,Annual,Yes,Yes,0,8,137.64,87.4,1,12.4,0,1.51,0
Basic,Monthly,Yes,Yes,2,61,106.95,141.7,0,25.3,0,0.97,0
Basic,Monthly,No,No,1,21,106.06,123.6,1,13.3,0,1.02,0
Basic,Monthly,No,No,2,6,216.82,213.8,1,10.6,0,3.55,1
Standard,Annual,No,No,2,34,94.15,101.7,1,17.4,0,1.01,0
Basic,Monthly,Yes,No,2,37,108.39,169.0,0,14.2,0,0.39,0
Standard,Monthly,Yes,No,1,47,128.96,141.4,0,15.3,0,1.63,0
Basic,Annual,No,Yes,1,32,126.22,120.7,0,3.1,1,0.39,0
Standard,Monthly,Yes,No,0,7,112.29,114.0,2,14.6,1,1.25,1
Basic,Monthly,Yes,Yes,0,60,96.03,130.0,1,10.9,2,0.97,0
Basic,Monthly,Yes,No,1,39,130.43,172.1,1,25.4,0,0.34,0
Basic,Annual,No,No,1,35,197.04,148.5,0,22.7,0,4.27,0
Basic,Monthly,Yes,Yes,2,59,87.5,167.2,1,38.1,0,0.64,0
Standard,Monthly,Yes,Yes,1,8,178.8,77.5,0,12.8,1,0.93,0
Pro,Annual,No,No,1,14,174.22,105.4,0,3.1,1,0.14,0
Pro,Monthly,Yes,Yes,0,21,108.46,122.3,1,15.0,1,2.0,0
Basic,Monthly,Yes,Yes,1,26,157.36,178.8,0,15.3,0,0.92,0
Basic,Annual,Yes,No,1,11,166.54,184.8,2,7.4,0,0.68,0
Standard,Monthly,Yes,Yes,1,21,137.16,122.9,0,9.0,0,0.2,0
Basic,Monthly,Yes,No,1,7,99.32,173.2,2,19.3,0,1.86,1
Standard,Monthly,No,Yes,3,26,145.5,119.1,1,13.8,0,1.0,0
Basic,Monthly,Yes,No,2,47,123.35,125.9,2,4.6,0,2.96,1
Standard,Monthly,Yes,No,1,8,156.33,93.8,1,28.0,0,2.19,0
Standard,Monthly,Yes,Yes,1,27,86.46,183.9,1,22.1,0,0.53,0
Basic,Monthly,Yes,No,0,21,102.12,92.0,1,29.7,0,0.86,0
Standard,Monthly,No,No,2,8,42.62,121.6,1,10.2,1,0.28,1
Standard,Annual,No,No,2,43,177.19,152.3,2,20.3,0,0.64,0
Standard,Annual,Yes,Yes,0,16,126.58,83.6,0,20.2,0,0.48,0
Basic,Monthly,No,No,0,20,68.33,112.8,1,20.8,0,1.14,0
Standard,Annual,Yes,Yes,1,13,97.85,181.9,0,7.7,1,1.5,1
Standard,Monthly,Yes,No,1,26,94.34,143.2,1,23.3,0,0.95,1
Pro,Monthly,No,No,1,48,170.73,56.7,0,19.1,0,0.92,0
Standard,Monthly,Yes,No,0,48,202.62,146.8,1,19.5,1,0.28,0
Basic,Annual,No,No,0,3,139.78,103.3,0,5.2,0,0.34,1
Basic,Monthly,No,No,4,9,69.58,150.0,0,4.6,0,0.97,1
Pro,Monthly,No,No,1,21,143.07,208.6,0,10.6,0,1.8,0
Basic,Monthly,Yes,Yes,2,8,169.52,99.0,1,0.6,1,2.1,0
Pro,Monthly,No,No,1,13,216.97,195.5,2,9.7,0,0.43,0
Standard,Monthly,Yes,No,2,18,147.22,164.4,0,8.9,0,4.24,0
Basic,Monthly,Yes,No,0,12,109.98,75.4,0,14.0,0,0.38,0
Standard,Monthly,No,No,2,6,111.62,112.4,2,25.5,0,2.48,0
Basic,Annual,Yes,No,1,11,191.74,182.9,0,13.1,0,0.84,0
Standard,Annual,No,Yes,2,28,102.84,177.8,0,33.7,0,3.53,0
Basic,Monthly,Yes,No,0,37,165.79,132.2,0,19.0,0,1.84,0
Basic,Monthly,No,No,0,26,94.74,161.8,1,16.3,0,1.86,1
Basic,Monthly,No,Yes,2,33,180.5,95.5,1,15.0,0,0.4,0
Standard,Monthly,Yes,No,0,9,50.94,220.6,1,12.3,1,0.73,1
Standard,Monthly,No,No,2,21,227.61,109.2,2,10.2,0,1.18,0
Standard,Annual,Yes,No,1,19,204.79,143.4,1,17.6,0,1.14,0
Standard,Annual,Yes,Yes,1,14,104.16,50.0,2,33.5,0,0.09,0
Standard,Monthly,Yes,Yes,1,15,92.43,64.3,0,13.0,0,0.81,0
Standard,Monthly,Yes,No,4,27,113.24,122.5,2,1.9,0,5.21,0
Basic,Monthly,Yes,No,2,17,219.53,108.5,0,26.5,0,0.81,0
Basic,Monthly,Yes,Yes,1,18,108.49,101.2,0,8.8,0,0.97,0
Standard,Monthly,Yes,No,2,16,139.78,141.0,0,14.4,0,0.18,0
Pro,Monthly,Yes,Yes,0,17,210.83,194.1,0,25.4,0,1.08,0
Pro,Monthly,Yes,No,2,40,58.95,97.0,0,26.2,0,0.57,0
Pro,Annual,Yes,No,0,22,78.91,133.5,0,11.1,1,0.89,0
Basic,Monthly,No,No,1,27,184.7,67.4,1,8.8,0,0.14,0
Standard,Annual,No,No,0,14,131.53,79.9,1,18.0,0,2.99,0
Basic,Annual,Yes,No,1,6,200.26,155.8,0,20.1,0,1.3,0
Basic,Annual,No,No,3,50,82.1,134.4,0,19.4,0,0.87,0
Basic,Monthly,No,No,1,17,220.09,185.5,0,0.4,0,0.39,1
Basic,Monthly,No,Yes,1,13,127.34,141.7,0,12.7,1,3.6,1
Basic,Monthly,No,No,0,8,116.65,114.1,0,11.1,1,1.01,1
Basic,Monthly,Yes,No,0,17,153.13,92.2,0,37.2,1,0.46,0
Standard,Monthly,No,No,2,37,212.16,131.5,0,20.8,0,0.38,0
Pro,Annual,Yes,No,0,26,118.8,104.7,0,11.0,1,2.63,0
Basic,Monthly,Yes,Yes,2,23,197.19,75.1,0,3.7,1,0.28,0
Basic,Monthly,Yes,No,2,18,117.84,152.5,1,19.0,0,1.2,1
Pro,Monthly,Yes,No,1,21,157.39,206.0,0,14.0,2,0.41,0
Basic,Monthly,Yes,No,1,8,144.58,50.0,0,22.2,0,1.09,0
Basic,Annual,No,No,1,35,157.78,146.5,1,19.7,0,0.06,0
Standard,Monthly,Yes,No,1,26,149.91,147.3,3,11.1,0,0.81,0
Basic,Monthly,No,No,1,19,79.38,133.9,1,12.4,0,0.35,1
Standard,Monthly,Yes,Yes,0,39,93.97,54.9,0,32.1,0,1.18,0
Pro,Annual,Yes,No,1,7,146.43,166.8,1,20.9,0,0.57,0
Standard,Monthly,Yes,No,0,26,162.63,78.2,0,25.9,0,0.32,0
Pro,Monthly,Yes,Yes,1,9,95.71,138.2,0,9.6,0,0.93,0
Basic,Monthly,Yes,Yes,1,8,175.22,96.1,0,10.9,0,2.13,0
Basic,Monthly,No,No,0,33,69.55,158.0,0,17.1,1,1.1,1
Basic,Annual,No,No,0,12,139.7,151.2,1,36.4,0,0.55,0
Pro,Monthly,Yes,No,3,5,165.1,136.8,0,7.3,0,0.19,0
Standard,Monthly,Yes,No,0,33,249.17,149.4,3,14.4,0,0.82,0
Basic,Monthly,Yes,Yes,0,24,131.17,123.0,3,7.8,0,1.48,0
Standard,Annual,Yes,No,0,32,92.31,166.3,1,27.8,0,0.68,0
Standard,Annual,Yes,No,0,35,118.25,60.7,1,19.8,0,0.99,0
Basic,Annual,Yes,No,0,45,197.17,155.4,1,19.1,0,1.37,0
Pro,Monthly,No,No,0,15,226.36,198.2,0,5.2,0,1.47,0
Standard,Monthly,Yes,Yes,1,8,45.61,184.9,0,14.3,0,1.53,1
Standard,Monthly,Yes,No,1,15,105.8,130.6,0,10.5,0,1.27,1
Standard,Monthly,Yes,Yes,1,12,79.43,107.3,0,10.8,0,1.21,0
Pro,Annual,No,No,1,31,116.41,168.4,1,3.2,0,2.02,0
Standard,Annual,No,No,1,6,175.57,161.2,0,21.4,2,1.08,0
Basic,Annual,Yes,No,2,30,54.35,166.1,1,18.9,0,0.82,0
Basic,Monthly,Yes,No,0,23,60.62,155.9,1,16.5,0,0.34,1
Standard,Monthly,No,No,0,13,6.4,150.3,1,3.6,1,3.58,1
Basic,Monthly,Yes,No,0,16,106.95,140.2,1,9.6,0,0.65,0
Standard,Monthly,No,No,0,23,195.53,130.6,1,20.4,0,0.91,0
Basic,Monthly,Yes,No,1,4,159.03,81.4,2,18.2,0,1.14,1
Basic,Monthly,Yes,No,0,28,229.21,135.1,0,18.5,0,1.22,0
Standard,Monthly,Yes,No,0,49,178.48,50.0,0,8.5,0,2.54,0
Standard,Monthly,No,Yes,1,26,105.49,150.6,0,17.2,0,0.83,1
Basic,Annual,Yes,No,1,19,155.08,87.6,0,8.3,1,1.88,0
Standard,Monthly,Yes,No,1,24,83.87,74.0,2,22.8,0,1.61,0
Standard,Monthly,Yes,No,1,25,130.0,106.4,0,10.0,1,0.37,0
Standard,Annual,No,No,0,40,137.48,143.2,1,18.0,0,1.11,0
Basic,Monthly,Yes,No,1,18,154.99,95.5,0,5.9,0,1.79,0
Pro,Monthly,No,No,0,20,149.72,186.7,1,18.9,1,0.91,0
Standard,Monthly,No,No,2,36,241.62,87.7,1,18.2,0,1.38,0
Standard,Monthly,Yes,Yes,1,17,211.57,122.3,0,21.2,1,0.13,0
Pro,Annual,Yes,No,1,13,78.64,83.2,2,17.1,0,3.65,0
Standard,Monthly,Yes,No,2,11,157.76,157.2,1,16.1,0,0.74,0
Basic,Monthly,Yes,No,1,45,109.76,112.4,0,5.2,1,1.11,0
Standard,Monthly,No,No,0,42,92.88,105.0,4,20.4,1,1.29,1
Standard,Monthly,Yes,Yes,1,13,100.96,163.2,1,9.0,1,1.69,1
Basic,Monthly,Yes,No,2,15,125.88,50.0,2,16.2,1,0.95,0
Basic,Monthly,Yes,No,5,26,113.16,170.0,1,12.7,0,1.65,0
Standard,Monthly,Yes,No,2,18,78.97,159.4,0,5.4,0,1.03,1
Standard,Annual,No,No,2,10,105.18,123.3,2,27.6,0,0.69,0
Basic,Annual,Yes,No,2,15,72.8,86.7,1,25.5,0,1.52,0
Pro,Annual,Yes,No,1,16,172.84,123.5,0,18.2,0,3.58,0
Basic,Annual,Yes,No,2,26,146.66,165.5,1,28.5,0,0.16,0
Basic,Monthly,No,Yes,1,6,61.75,135.2,1,11.9,0,0.4,1
Standard,Monthly,Yes,No,0,12,45.72,129.1,2,10.0,0,2.76,1
Standard,Monthly,Yes,Yes,0,18,160.59,165.4,0,23.9,0,3.9,1
Standard,Monthly,Yes,No,0,13,105.61,120.4,0,5.7,0,0.47,0
Basic,Monthly,Yes,No,0,28,115.69,116.4,0,17.4,1,1.47,0
Standard,Monthly,No,No,0,10,22.67,136.3,0,11.4,1,1.4,1
Basic,Annual,No,No,0,12,148.47,107.2,0,11.3,0,2.12,0
Pro,Monthly,No,No,1,8,134.41,186.7,1,5.0,0,0.29,0
Standard,Monthly,No,No,3,30,74.58,186.1,1,22.7,0,0.18,0
Basic,Monthly,No,No,2,6,92.64,139.2,2,19.3,0,1.79,1
Pro,Monthly,Yes,Yes,2,46,82.13,141.1,2,3.5,1,1.51,1
Basic,Monthly,Yes,No,0,26,164.97,159.8,0,12.9,1,1.3,0
Basic,Monthly,Yes,No,2,27,77.09,127.5,0,22.6,1,1.33,0
Basic,Monthly,Yes,No,1,27,117.7,132.5,1,17.6,1,0.05,0
Standard,Annual,Yes,No,0,37,115.58,118.6,0,9.8,0,0.31,0
Standard,Annual,Yes,No,0,19,74.78,114.1,1,15.1,0,1.22,0
Standard,Monthly,No,No,1,18,176.53,120.5,2,6.5,0,2.76,0
Basic,Monthly,Yes,Yes,1,16,142.03,177.4,0,4.4,0,1.97,1
Pro,Monthly,No,No,1,30,68.88,178.9,0,23.3,0,2.18,0
Standard,Annual,Yes,No,0,19,102.6,186.1,0,15.7,0,0.32,0
Standard,Monthly,Yes,No,2,28,100.64,105.9,0,23.9,0,0.16,0
Standard,Annual,No,Yes,0,10,42.58,136.2,0,13.2,0,0.97,1
Basic,Annual,Yes,No,1,24,146.46,121.8,1,22.1,1,0.35,0
Standard,Annual,Yes,Yes,3,3,44.33,158.7,4,7.5,0,1.39,1
Basic,Annual,Yes,Yes,2,17,225.2,108.3,0,20.1,0,0.93,0
Standard,Annual,Yes,No,1,10,224.02,132.9,0,4.6,1,0.21,0
Basic,Monthly,Yes,Yes,2,29,142.91,97.7,0,16.0,0,2.05,0
Standard,Monthly,Yes,No,2,31,126.58,203.5,0,10.6,0,0.18,0
Pro,Monthly,No,No,1,22,54.93,147.2,3,14.6,1,0.62,1
Standard,Monthly,Yes,No,2,9,36.33,198.1,0,29.0,0,1.56,1
Basic,Monthly,Yes,Yes,2,11,160.75,85.1,1,18.9,1,1.06,0
Basic,Monthly,No,No,0,29,96.56,139.8,0,4.4,0,2.13,1
Basic,Monthly,No,Yes,1,22,80.02,96.5,1,25.9,0,0.3,0
Standard,Annual,Yes,Yes,1,14,165.03,126.2,1,10.1,0,0.59,0
Pro,Annual,No,Yes,2,31,103.39,86.7,0,30.1,0,0.92,0
Basic,Annual,Yes,Yes,0,21,100.15,157.8,0,19.6,1,0.67,0
Basic,Monthly,No,No,1,32,116.42,131.2,0,23.3,0,0.77,0
Basic,Monthly,Yes,No,0,28,101.22,150.1,0,8.8,0,0.67,0
Basic,Monthly,Yes,No,0,17,63.55,177.8,0,26.2,0,0.66,1
Pro,Monthly,No,No,1,40,137.66,152.3,0,20.6,0,0.49,0
Standard,Annual,No,No,1,23,148.61,166.5,0,19.3,0,1.55,0
Basic,Monthly,Yes,No,0,14,148.87,147.5,1,11.6,0,2.9,0
Pro,Monthly,Yes,Yes,1,12,134.44,144.1,0,8.6,0,2.0,0
Basic,Annual,No,Yes,1,14,141.07,101.9,0,1.6,0,1.7,1
Pro,Annual,Yes,No,1,16,116.72,140.2,1,16.7,1,1.89,0
Standard,Monthly,Yes,No,0,22,163.99,125.4,2,10.5,2,2.24,0
Pro,Monthly,Yes,No,0,10,115.2,117.3,1,10.8,0,1.91,0
Standard,Monthly,No,No,2,16,48.48,165.3,0,24.6,0,1.21,1
Basic,Annual,Yes,No,1,6,151.37,177.0,0,19.8,0,0.8,0
Basic,Monthly,No,No,0,22,149.63,108.8,2,19.1,0,0.92,0
Basic,Annual,Yes,No,1,38,144.1,138.6,4,36.2,1,0.5,0
Standard,Monthly,Yes,No,3,7,90.77,130.7,0,11.4,1,1.38,0
Basic,Annual,Yes,No,2,15,87.55,130.0,1,8.0,0,4.1,1
Pro,Monthly,Yes,Yes,0,16,44.47,133.2,1,13.4,0,0.17,0
Standard,Monthly,Yes,No,3,14,149.39,136.7,1,9.5,0,2.2,0
Standard,Monthly,No,Yes,2,31,209.53,165.1,1,16.7,0,1.96,0
Standard,Annual,No,Yes,0,17,177.79,206.2,0,18.8,0,1.05,0
Basic,Monthly,Yes,Yes,4,21,142.34,164.0,1,18.1,0,1.05,0
Basic,Monthly,Yes,Yes,1,17,69.19,165.1,0,16.1,1,2.2,1
Pro,Monthly,Yes,Yes,0,16,148.89,122.2,2,13.0,0,2.09,0
Standard,Annual,Yes,Yes,2,9,72.37,102.2,1,24.6,1,1.23,0
Basic,Monthly,Yes,Yes,0,16,103.85,136.2,2,8.2,3,0.87,1
